Price,Close,High,Low,Open,Volume
Ticker,ASHOKLEY.NS,ASHOKLEY.NS,ASHOKLEY.NS,ASHOKLEY.NS,ASHOKLEY.NS
Date,,,,,
2025-02-13,105.93083190917969,109.92757087037731,105.58922379688693,107.65348218195915,47542286
2025-02-14,104.35946655273438,106.73116193111443,103.34929655530566,105.99427247994572,15651978
2025-02-17,109.12236785888672,109.55669029762521,102.16344669260047,103.94465493716778,41594672
2025-02-18,108.47332763671875,109.01988872168094,106.1065096414159,108.99549452393794,14740792
2025-02-19,110.00077819824219,110.37653521581879,106.85315976003623,107.18987563689002,12602396
2025-02-20,110.52782440185547,111.16710726914066,108.56604986194235,109.55181820536842,12749270
2025-02-21,108.59532928466797,111.45502774950563,107.4338795234406,110.3472586271502,11291962
2025-02-24,108.86860656738281,109.25413317491255,107.0190781495506,107.3606788201657,12662692
2025-02-25,110.8889389038086,111.45502426944877,108.19516723635364,108.8149257928535,19793824
2025-02-27,110.01053619384766,111.06462468592812,108.50749318584779,111.02070619367555,14564826
2025-02-28,103.9153823852539,108.53677238598414,103.12481973786637,108.33181197541465,26693850
2025-03-03,101.95360565185547,107.16059777877945,100.35295609693551,105.40866845591528,13489116
2025-03-04,100.98247528076172,102.23664678936426,99.14270900300251,100.52863598381401,17913698
2025-03-05,102.09513092041016,103.7006578287592,100.45544022112314,100.52863770693834,22003930
2025-03-06,102.77345275878906,104.33506114272608,102.4806479290288,103.45665409978146,10167814
2025-03-07,102.373291015625,103.7738575474914,102.07073147263026,102.68561270571726,8597008
2025-03-10,100.91415405273438,103.79337670440286,100.47495425745862,102.60752534302057,9597488
2025-03-11,97.58110809326172,99.96255827833417,96.43429777166014,99.55263744069916,25874734
2025-03-12,95.70228576660156,98.03981727882872,94.13579257968037,97.60061747870901,31387772
2025-03-13,95.95604705810547,96.72220801406439,95.41436334678735,95.9902034012743,10587842
2025-03-17,96.84909057617188,97.57133302008873,95.78524003314344,96.3806043621252,17868720
2025-03-18,96.84909057617188,96.84909057617188,96.84909057617188,96.84909057617188,0
2025-03-19,100.37735748291016,101.4948812905201,99.55263106356779,99.8893543894613,15342412
2025-03-20,101.25088500976562,102.23665339477543,100.377362703449,101.04592459341764,9247912
2025-03-21,102.89057159423828,103.60305939508456,100.19679984942941,101.2508808839329,15463156
2025-03-24,103.71530151367188,104.77426738046226,102.91985405279266,103.45666045823322,9897916
2025-03-25,102.50016784667969,105.0182656297775,101.75840849604862,104.62786166051379,16380024
2025-03-26,104.91090393066406,107.16548330709605,101.77304758453825,103.1882535903062,58831436
2025-03-27,101.75840759277344,104.8230664378347,100.12359424376544,101.4948817511667,42418880
2025-03-28,99.65999603271484,102.48065342166127,99.33791219198314,102.45625177681737,20824092
2025-04-01,102.02192687988281,102.57825011594917,99.36231147453339,100.04063548558217,16742748
2025-04-02,101.88040924072266,102.53920895771876,100.78727961637688,102.03168901026243,12568804
2025-04-03,102.45137023925781,102.70024913528631,99.80150957984377,100.04063377540261,13112264
2025-04-04,100.10895538330078,102.03656613416493,99.11343233820317,101.98777029208999,9206950
2025-04-07,96.42453002929688,98.11302401920682,93.62827437193553,95.84380515317464,19509568
2025-04-08,98.4887924194336,99.30863407985619,96.61973959208524,98.08862629017736,8552900
2025-04-09,99.88446807861328,100.4554382420684,97.35661566711208,98.08862029618811,8559354
2025-04-11,101.74864196777344,102.38304745971742,100.8702349363384,101.06544063573288,7674562
2025-04-15,104.8962631225586,105.17930580944231,102.53432994470494,102.96865239867529,14187334
2025-04-16,104.62786102294922,105.16466740820778,103.8812168802127,104.77426344132304,9669812
2025-04-17,106.8629150390625,107.0678754442148,103.86169900073325,104.57417934535748,12745690
2025-04-21,108.365966796875,108.8734941889607,106.46275769239446,107.08740106239507,10604780
2025-04-22,108.66365051269531,109.96661790967566,107.80476772845071,108.33668932585782,10114844
2025-04-23,112.57254791259766,112.91415602867811,108.82468779939785,109.31269088370007,21894324
2025-04-24,112.54326629638672,113.26551620568564,111.66974407222908,112.31390425640255,12282938
2025-04-25,109.8202133178711,113.70472123383558,108.94181370317659,112.57743527481952,13969344
2025-04-28,111.00118255615234,111.16221701789495,108.66852101038005,108.87348885436074,5953646
2025-04-29,111.1963882446289,112.88488227102066,110.35214495460127,111.25983103135844,6807976
2025-04-30,109.95197296142578,112.02110870503358,109.65917558070005,111.20614445352604,10047166
2025-05-02,107.43387603759766,110.09349880428691,106.384672384814,109.33709253430197,7560322
2025-05-05,109.4054183959961,109.77629807882573,107.56564458676444,107.60468572911543,4585356
2025-05-06,107.91212463378906,110.23989398927725,107.67300044131422,109.40541288337353,4060374
2025-05-07,110.56686401367188,110.75230012493034,106.59939649701116,106.65307713492876,7529564
2025-05-08,107.50220489501953,111.2549501094854,106.62868257956595,110.33750929999859,6145026
2025-05-09,108.1512451171875,108.33668867883478,105.50626919705739,106.08699408003794,5864400
2025-05-12,112.8653564453125,113.1679159846806,110.08861761310224,110.8645407554835,7344388
2025-05-13,112.40663146972656,113.65104085516887,111.99671065575433,112.86535557188725,6125816
2025-05-14,114.45136260986328,115.1199244516195,112.24070923669099,112.72871232032878,10515502
2025-05-15,116.80841827392578,117.07682145891008,114.14391816369199,114.91984872507135,10136628
2025-05-16,115.81777954101562,117.75026769586353,115.44689985633183,117.12074695735582,13642966
2025-05-19,117.65266418457031,118.7067526550825,115.66161066682605,116.62786215463035,14642518
2025-05-20,118.05770111083984,121.77628209967874,117.46233677321263,119.56075145121542,34044772
2025-05-21,119.37043762207031,119.94140035088571,116.87674150341336,118.83363123788338,17467454
2025-05-22,118.59568786621094,119.89686089451119,117.36404299412519,119.1916445734782,14472238
2025-05-23,118.99796295166016,121.07885170429883,116.77801788133688,119.6882809494519,28329800
2025-05-26,119.13701629638672,120.1352436044272,117.72658363620992,120.08558496535102,31103998
2025-05-27,119.00292205810547,119.93659236566381,118.19838088210346,119.439960513218,13957124
2025-05-28,118.51126098632812,120.40839071590325,118.27287224177367,119.19164419699241,14692904
2025-05-29,119.55418395996094,119.78760153732402,118.22321423014655,119.19164482878026,13373628
2025-05-30,117.22001647949219,119.57405420730286,116.75815249040315,119.55418468936313,20459598
2025-06-02,117.32927703857422,118.07422482929532,116.44030934263405,118.07422482929532,11181946
2025-06-03,117.25975036621094,118.05932797483085,117.15545433986881,117.96000311707701,11195000
2025-06-04,117.01639556884766,118.27287355917976,116.68365313445148,118.19838181192716,12071762
2025-06-05,116.17708587646484,117.65208308791286,115.61092586647474,117.65208308791286,14461902
2025-06-06,120.20477294921875,120.58221801553117,115.97843851743738,116.23668920838786,23821972
2025-06-09,120.77093505859375,121.5605854947669,120.14021803698505,120.68154495902753,11154574
2025-06-10,119.8074722290039,121.11360886334288,119.56411989034723,120.92985750072502,8002548
2025-06-11,119.191650390625,120.42329532282116,118.6950185139974,119.8372733458411,13560528
2025-06-12,116.82270812988281,119.32573690133891,116.65385511934826,119.19164417979646,7131958
2025-06-13,116.60916137695312,116.85747730510762,114.5183379275719,115.21859066368778,8478438
2025-06-16,117.08592224121094,117.25974641993092,115.24342232118214,116.26151912939784,5949562
2025-06-17,116.47010803222656,117.45343701094303,116.11253248032949,116.80285047507505,4227886
2025-06-18,116.20689392089844,117.39880737699566,115.74502234151014,116.20689392089844,10098702
2025-06-19,115.64569854736328,117.33921505736957,114.88088879529649,116.08273702168775,8194360
2025-06-20,116.7829818725586,117.15545577720592,115.2384564448343,115.2384564448343,10280514
2025-06-23,117.5378646850586,118.3275075458293,115.29805766187843,115.72516137654704,6059600
2025-06-24,119.57901763916016,120.63187474854766,117.88550119207875,118.2977065417731,11889666
2025-06-25,121.48111724853516,121.74433152304842,120.00612004637554,120.6815396661456,14770642
2025-06-26,123.6216049194336,123.79045793753558,121.4264929501047,121.52581780910582,18988974
2025-06-27,124.02387237548828,125.10156260319303,123.82025907200548,124.35165122207151,10399732
2025-06-30,124.60990142822266,124.94264386403958,123.57194266273392,124.6496328862606,7429606
2025-07-01,124.95257568359375,125.30021646074671,123.04054004225156,124.43111072886401,7030766
2025-07-02,124.97740173339844,125.64785776055422,124.00897114372947,124.95257620335614,7080494
2025-07-03,124.40628051757812,126.14449202181575,124.08347284084859,125.15122830510853,10579878
2025-07-04,124.0834732055664,125.05190381660229,123.36335094643641,124.70426303033311,7290956
2025-07-07,124.05863952636719,124.38144720256079,123.01570959435578,124.08347263484379,4698604
2025-07-08,124.0834732055664,124.85324652587647,122.74256112166972,124.1579649533381,5972592
2025-07-09,124.60492706298828,125.1015589087204,124.0586365794833,124.33178561023608,10059130
2025-07-10,124.05863952636719,126.14449181238922,123.78549048912603,126.094825595436,13209766
2025-07-11,122.29559326171875,124.70426076934271,122.14660219087592,124.40627862765704,10768796
2025-07-14,125.6230239868164,126.11965583304062,122.66806601738242,124.15796155605507,18222508
2025-07-15,124.60492706298828,126.3431385230507,123.48750541009102,126.0699970702985,11983088
2025-07-16,123.76065826416016,125.05190413415413,121.87345567647696,124.55527227307965,13686931
2025-07-17,122.9163818359375,124.30695251978257,122.46941620591613,124.25728630400215,6161202
2025-07-18,121.4264907836914,123.61166795473336,121.17817485161841,122.8667201585144,4990390
2025-07-21,123.95931243896484,124.40627807149451,120.88018891531378,122.02244368266814,8377482
2025-07-22,123.16470336914062,124.55527411632788,122.91638743492865,124.55527411632788,9118516
2025-07-23,123.76065826416016,124.10829905131213,122.22110404162976,123.21436776377871,4574233
2025-07-24,123.95931243896484,124.60492777972978,123.51233922843454,123.76065515272894,10435772
2025-07-25,121.12850952148438,124.3069580221069,120.78086872963527,123.71100129636547,6422937
2025-07-28,121.9231185913086,124.15796190560957,120.78086382617687,121.12850460391246,10627268
2025-07-29,122.46942138671875,123.2143691869348,121.27750035957254,122.0224481597886,6535234
2025-07-30,121.07884979248047,122.51907916490175,120.78086764328944,122.46942052537048,5517480
2025-07-31,120.23457336425781,121.37682055161375,118.64534538915272,120.13524093231328,11333155
2025-08-01,119.5392837524414,120.43322259036172,116.92700297196366,120.23457288326858,13653423
2025-08-04,121.77413177490234,122.51907957235647,119.35057342689214,119.53928838253994,10209776
2025-08-05,121.14837646484375,122.15157493828589,120.4828915948775,121.77412987687161,5769803
2025-08-06,119.91673278808594,121.66487148697071,119.73794501456354,121.6251400286323,4414208
2025-08-07,119.00292205810547,120.72127160188828,117.36404300743483,119.1916445869951,10739005
2025-08-08,114.64249420166016,119.57901599308056,114.3246501214279,119.00292122953438,10860600
2025-08-11,119.21150970458984,119.5293537955079,114.18559764882286,115.11926798127003,13024457
2025-08-12,118.55596160888672,119.47969719796907,118.09906119400742,118.7248146273854,4155268
2025-08-13,118.92346954345703,120.23457736191104,118.347374762227,118.89366526608235,4597540
2025-08-14,121.13844299316406,123.16470190154966,118.4864306661009,119.19164700149967,19020549
2025-08-18,130.87242126464844,131.9054240127078,124.25728888188924,124.25728888188924,80821577
2025-08-19,132.38218688964844,132.65037233671703,126.25375157909092,130.87242179726428,40387936
2025-08-20,132.2034149169922,133.40525560103617,131.30946842317184,133.39532841941684,20564141
2025-08-21,130.12747192382812,132.90861331594715,129.91889503411994,132.25305563629027,16695588
2025-08-22,130.31619262695312,131.21013903833074,128.75677652039607,130.12747010157338,11093419
2025-08-25,130.12747192382812,130.98167931235037,129.4917837618582,130.52478649756014,5255625
2025-08-26,130.48504638671875,131.46838289809932,129.0348898835527,129.63083900523694,13267634
2025-08-28,128.9455108642578,131.01148618408476,128.6077896613608,130.46520323128576,7709689
2025-08-29,126.1246337890625,129.36267572254602,125.90611455248371,128.80643529379878,10674470
2025-09-01,127.16755676269531,127.64431911924972,125.00224148350807,126.49213710924238,15300044
2025-09-02,129.51165771484375,131.89548461486808,127.59466598244114,127.84298191602709,15084908
2025-09-03,129.3527374267578,131.48826364077274,127.43574561215158,130.91216883142928,14455278
2025-09-04,127.1476821899414,131.7663675397283,125.68759090028063,131.50810927502536,20498606
2025-09-05,129.88909912109375,131.3392556449819,127.37614315654659,127.37614315654659,19576052
2025-09-08,136.36517333984375,137.26904698826624,130.48505376843923,131.11081477980895,33590663
2025-09-09,134.1501922607422,136.77240781006452,133.91181867371367,136.61348198137802,15017284
2025-09-10,133.10726928710938,135.21299873695412,131.82596572204517,135.0640000812942,15726944
2025-09-11,132.66029357910156,133.75288968046917,131.36904777457644,133.3555751181533,12684319
2025-09-12,133.1867218017578,135.22291535537096,131.87562163917818,132.70003230355817,18257240
2025-09-15,133.03775024414062,135.08387116177778,132.29280242523376,133.20660326437257,10539375
2025-09-16,133.63369750976562,134.65677311007173,133.08741457511925,133.39532391093869,9836983
2025-09-17,135.8486785888672,136.84194227494737,134.09059762082495,134.09059762082495,21279686
2025-09-18,137.8252716064453,138.5602922328736,134.8057564945275,136.50422900873065,15571795
2025-09-19,139.94091796875,141.66920221205262,137.9543906272071,138.063650237232,29812677
2025-09-22,138.48081970214844,140.79512588282253,138.0735779580983,140.04025094624248,12613982
2025-09-23,143.0697021484375,143.52661013654412,138.61988484601616,138.61988484601616,43630485
2025-09-24,141.30169677734375,143.0200539912537,138.6596266992435,141.54008553545899,36960853
2025-09-25,139.50389099121094,140.94412040096813,139.15625777147758,140.94412040096813,10954407
2025-09-26,140.97390747070312,142.03670688803254,138.0735793305907,138.62981972496934,20914983
2025-09-29,141.4606170654297,143.17895905591286,140.37796324897508,141.0434481220986,16359612
2025-09-30,141.7089385986328,142.82138915817058,140.67595095849094,142.1658465961585,13913548
2025-10-01,140.27862548828125,142.8313204245024,139.85152938013584,142.03670644813778,12440118
2025-10-03,138.84832763671875,141.9870446041894,137.22931809218284,140.4673523372561,15561840
2025-10-06,136.85186767578125,139.55354607926196,136.54395836206115,138.84832220267657,12157023
2025-10-07,138.8880615234375,139.79193510531948,137.01079378352924,137.12998057463423,9538118
2025-10-08,138.43116760253906,140.64615673520225,138.06366485536282,139.85154268325147,10813847
2025-10-09,137.70608520507812,138.96753440678216,136.5042294032023,138.56029263328685,5658661
2025-10-10,136.62342834472656,138.58015909459417,136.47442969244125,137.86500800042927,6840339
2025-10-13,136.49429321289062,137.06046078589378,134.78587846923335,136.5638289454353,6553457
2025-10-14,134.4978485107422,137.45777025275274,133.71316165804677,137.0008622574615,8702406
2025-10-15,134.7759552001953,135.50103346462842,134.28925052626,134.58723267038363,9026819
2025-10-16,136.31552124023438,136.97106379058496,134.57730969387669,135.06399922701561,9950107
2025-10-17,133.60389709472656,136.7724107763765,133.3059301044786,136.4247775690867,15168999
2025-10-20,134.92494201660156,136.28572363853996,134.64682938350506,135.073940670333,6001026
2025-10-21,135.32225036621094,136.05725579579945,134.9448053146918,135.67982590028143,2918743
2025-10-23,136.92141723632812,138.51063018029132,135.53083885985762,136.07713696647096,12839861
2025-10-24,135.4315185546875,137.5670295576216,134.90508997896882,136.98100758178413,6291344
2025-10-27,139.86146545410156,140.23891052697542,135.58050113977663,135.60037065834945,16792519
2025-10-28,139.15625,141.28183370515512,137.58689154015633,140.44748068118673,21334243
2025-10-29,138.54042053222656,139.69261009410096,137.51736010490757,139.5336842601869,8637758
2025-10-30,139.8217315673828,140.34816010187697,138.06365062154336,138.95758186532566,14765768
2025-10-31,140.5766143798828,142.6724014547153,140.000519598232,140.000519598232,18213013
2025-11-03,138.8880615234375,141.9870393401747,138.61987608745034,141.04344187992467,8798368
2025-11-04,139.49395751953125,139.85153306050532,137.1796512621159,138.51062099285218,8502046
2025-11-06,140.27862548828125,142.88098663977536,138.9774524905347,140.04025190457256,17435511
2025-11-07,140.3282928466797,140.69579556189163,137.86500314028416,140.0501802260867,4888203
2025-11-10,141.32156372070312,142.18569832461912,139.7422780114767,140.84480136916346,7609145
2025-11-11,145.0562286376953,145.7912492549535,141.2917657650391,142.01684404514404,17177183
2025-11-12,141.5698699951172,146.6057240883693,140.78519836267006,146.47659496105487,24925913
2025-11-13,149.3968048095703,150.43973478200294,142.6624777729511,143.8841879461425,53618730
2025-11-14,147.2612762451172,151.90975841709192,146.46667738002915,148.9895606042876,20695998
2025-11-17,147.4499969482422,148.68164942342946,146.60573187557492,148.4929268907151,10767304
2025-11-18,147.22999572753906,149.4499969482422,147.00999450683594,149.4499969482422,11015324
2025-11-19,145.4600067138672,147.64999389648438,144.89999389648438,147.14999389648438,5986604
2025-11-20,146.24000549316406,146.85000610351562,144.86000061035156,146.0800018310547,8625173
2025-11-21,144.69000244140625,146.77999877929688,143.7899932861328,146.5,10000648
2025-11-24,144.58999633789062,146.0,143.89999389648438,144.8000030517578,16912563
2025-11-25,145.8300018310547,148.9499969482422,144.50999450683594,144.58999633789062,21768360
2025-11-26,148.9499969482422,149.75,145.0,146.85000610351562,17859160
2025-11-27,159.75,162.0,149.5,149.6699981689453,90218203
2025-11-28,158.1199951171875,160.22999572753906,156.1999969482422,158.0,27495981
2025-12-01,160.3000030517578,161.39999389648438,156.6300048828125,158.25999450683594,24989252
2025-12-02,160.0,164.49000549316406,158.89999389648438,160.0,37354552
2025-12-03,162.7100067138672,163.14999389648438,159.5,160.30999755859375,21310659
2025-12-04,160.2100067138672,163.47999572753906,159.85000610351562,162.10000610351562,12196009
2025-12-05,160.86000061035156,161.2899932861328,159.50999450683594,160.91000366210938,10982958
2025-12-08,159.27999877929688,162.92999267578125,157.89999389648438,160.89999389648438,11422591
2025-12-09,159.5800018310547,160.2899932861328,155.5500030517578,159.1699981689453,13146291
2025-12-10,158.00999450683594,160.32000732421875,157.75999450683594,160.0,10266182
2025-12-11,160.3300018310547,161.19000244140625,157.10000610351562,158.5,11571887
2025-12-12,163.86000061035156,164.86000061035156,160.35000610351562,160.75,13731776
2025-12-15,166.82000732421875,167.13999938964844,162.50999450683594,163.8000030517578,16406561
2025-12-16,167.75,168.74000549316406,166.02999877929688,166.5,17495643
2025-12-17,166.13999938964844,167.5,165.07000732421875,167.5,7630563
2025-12-18,171.57000732421875,172.0500030517578,165.6300048828125,166.13999938964844,21614399
2025-12-19,173.55999755859375,174.5800018310547,170.6999969482422,172.0800018310547,16822313
2025-12-22,177.0500030517578,178.0,174.61000061035156,174.61000061035156,17655028
2025-12-23,177.9600067138672,178.1999969482422,175.5800018310547,177.0800018310547,8542554
2025-12-24,175.30999755859375,178.3000030517578,174.75999450683594,178.10000610351562,8846615
2025-12-26,174.67999267578125,175.99000549316406,173.27000427246094,175.2100067138672,5686108
2025-12-29,174.9199981689453,176.0500030517578,173.3800048828125,174.67999267578125,9026929
2025-12-30,178.6300048828125,179.97000122070312,174.00999450683594,175.5,58790880
2025-12-31,179.19000244140625,180.33999633789062,176.6999969482422,178.47999572753906,12570359
2026-01-01,184.8800048828125,185.55999755859375,178.80999755859375,179.19000244140625,26287021
2026-01-02,188.77999877929688,190.0,183.77000427246094,185.0,25388934
2026-01-05,187.75999450683594,191.8000030517578,186.0500030517578,189.0,17083159
2026-01-06,186.14999389648438,189.1699981689453,184.9199981689453,187.85000610351562,9072320
2026-01-07,186.1199951171875,186.8300018310547,184.55999755859375,186.1999969482422,9482575
2026-01-08,184.52000427246094,186.3000030517578,184.00999450683594,186.0,9093468
2026-01-09,187.75999450683594,190.75999450683594,183.89999389648438,184.10000610351562,25410790
2026-01-12,187.00999450683594,189.64999389648438,183.33999633789062,189.6300048828125,13071854
2026-01-13,185.6999969482422,187.89999389648438,184.0500030517578,187.0500030517578,6855429
2026-01-14,186.88999938964844,187.69000244140625,184.14999389648438,185.2100067138672,7446179
2026-01-15,186.88999938964844,186.88999938964844,186.88999938964844,186.88999938964844,0
2026-01-16,184.25,186.66000366210938,183.75,185.92999267578125,26684199
2026-01-19,187.97999572753906,188.5,182.33999633789062,183.10000610351562,10612728
2026-01-20,180.7899932861328,189.75,179.5,188.92999267578125,15758631
2026-01-21,181.24000549316406,183.1999969482422,176.8300018310547,179.9199981689453,20759934
2026-01-22,190.27999877929688,191.44000244140625,184.52999877929688,185.3000030517578,20314511
2026-01-23,192.97999572753906,199.2100067138672,190.0,192.0,32467563
2026-01-27,193.0,194.14999389648438,188.0,192.25999450683594,23069013
2026-01-28,195.3300018310547,196.69000244140625,189.4600067138672,193.89999389648438,20044566
2026-01-29,194.05999755859375,196.39999389648438,191.9199981689453,196.39999389648438,10560396
2026-01-30,196.69000244140625,198.0,191.9199981689453,192.89999389648438,14239171
2026-02-02,194.39999389648438,195.0,185.52000427246094,189.77000427246094,14956648
2026-02-03,199.8699951171875,203.0,196.02000427246094,203.0,16548292
2026-02-04,200.9199981689453,205.19000244140625,199.0500030517578,201.74000549316406,22146705
2026-02-05,201.5,202.86000061035156,200.0,201.25,14809572
2026-02-06,201.83999633789062,203.0,199.25999450683594,201.5,9580410
2026-02-09,205.8000030517578,206.3800048828125,200.7899932861328,202.8000030517578,9662823
2026-02-10,209.72999572753906,211.0,204.9199981689453,206.6999969482422,12114047
2026-02-11,206.35000610351562,215.4199981689453,202.55999755859375,210.5,53661132
2026-02-12,211.02000427246094,212.35000610351562,204.6300048828125,206.39999389648438,36604082
2026-02-13,204.6300048828125,212.8699951171875,203.8000030517578,210.1199951171875,26832686
